document_id,record_id,framework_id,citation,year,language,source_type,issuing_body_or_authors,source_tier,legal_status,effective_date,binding_scope,transition_rule,compliance_deadline,implementation_time_at_search,component_id,scope_id,scope,ai_type,health_context,principle,actor,decision_right,control,evidence_record,patient_right,extraction_status
DOC_REC_DIR_0001,REC_DIR_0001,FRAMEWORK_VN_AI_HEALTH_2026,Digital Health Policy and Programs for Hospital Care in Vietnam: Scoping Review,2022,VI_EN,Direct_Harvest,"['Duc Minh Tran', 'Louise Thwaites', 'Jennifer Ilo Van Nuil', 'Jacob McKnight', 'An Phuoc Luu', 'Chris Paton']",T3_PEER_REVIEWED_ACADEMIC,NOT_APPLICABLE,NOT_APPLICABLE,PROGRAM_PROJECT,NOT_APPLICABLE,NOT_APPLICABLE,5_MONTHS_AT_2026-07-31,GOVERNANCE_ETHICS_COMPONENT,SCOPE_VIETNAM_HEALTHCARE,Vietnam National Healthcare System,CLINICAL_DECISION_SUPPORT | IMAGING_AI | GENAI_LLM,HOSPITAL | PRIMARY_CARE | PUBLIC_HEALTH,AUTONOMY | SAFETY | FAIRNESS | TRANSPARENCY | ACCOUNTABILITY | PRIVACY,REGULATOR | HEALTHCARE_ORGANIZATION | CLINICIAN | DEVELOPER_VENDOR,APPROVAL | HUMAN_OVERSIGHT | INCIDENT_RESPONSE,IMPACT_ASSESSMENT | APPROVAL | VALIDATION | HUMAN_OVERSIGHT | AUDIT,DECISION_RECORD | LOG | METRIC | AUDIT_REPORT,NOTICE | CONSENT | CHOICE_REFUSAL | HUMAN_REVIEW | COMPLAINT_REMEDY,PENDING_HUMAN_EXTRACTION_VALIDATION
DOC_REC_DIR_0012,REC_DIR_0012,FRAMEWORK_VN_AI_HEALTH_2026,Sepsis Mortality Prediction Using Wearable Monitoring in Low–Middle Income Countries,2022,VI_EN,Direct_Harvest,"['Shadi Ghiasi', 'Tingting Zhu', 'Ping Lü', 'Jannis Hagenah', 'Phan Nguyen Quoc Khanh', 'Nguyễn Văn Hảo', 'Louise Thwaites', 'David A. Clifton']",T3_PEER_REVIEWED_ACADEMIC,NOT_APPLICABLE,NOT_APPLICABLE,PROGRAM_PROJECT,NOT_APPLICABLE,NOT_APPLICABLE,5_MONTHS_AT_2026-07-31,GOVERNANCE_ETHICS_COMPONENT,SCOPE_VIETNAM_HEALTHCARE,Vietnam National Healthcare System,CLINICAL_DECISION_SUPPORT | IMAGING_AI | GENAI_LLM,HOSPITAL | PRIMARY_CARE | PUBLIC_HEALTH,AUTONOMY | SAFETY | FAIRNESS | TRANSPARENCY | ACCOUNTABILITY | PRIVACY,REGULATOR | HEALTHCARE_ORGANIZATION | CLINICIAN | DEVELOPER_VENDOR,APPROVAL | HUMAN_OVERSIGHT | INCIDENT_RESPONSE,IMPACT_ASSESSMENT | APPROVAL | VALIDATION | HUMAN_OVERSIGHT | AUDIT,DECISION_RECORD | LOG | METRIC | AUDIT_REPORT,NOTICE | CONSENT | CHOICE_REFUSAL | HUMAN_REVIEW | COMPLAINT_REMEDY,PENDING_HUMAN_EXTRACTION_VALIDATION
DOC_REC_DIR_0013,REC_DIR_0013,FRAMEWORK_VN_AI_HEALTH_2026,"Reimagining ethnopharmacology with generative AI: Towards inclusive, ethical, and data-driven traditional medicine",2025,VI_EN,Direct_Harvest,"['Santanu Bhadra', 'Charu Pundir', 'Maria Mukherjee', 'Amit Kar', 'Subhadip Banerjee', 'Rawiwan Charoensup', 'Thidarat Duangyod', 'Pulok K. Mukherjee']",T3_PEER_REVIEWED_ACADEMIC,NOT_APPLICABLE,NOT_APPLICABLE,PROGRAM_PROJECT,NOT_APPLICABLE,NOT_APPLICABLE,5_MONTHS_AT_2026-07-31,GOVERNANCE_ETHICS_COMPONENT,SCOPE_VIETNAM_HEALTHCARE,Vietnam National Healthcare System,CLINICAL_DECISION_SUPPORT | IMAGING_AI | GENAI_LLM,HOSPITAL | PRIMARY_CARE | PUBLIC_HEALTH,AUTONOMY | SAFETY | FAIRNESS | TRANSPARENCY | ACCOUNTABILITY | PRIVACY,REGULATOR | HEALTHCARE_ORGANIZATION | CLINICIAN | DEVELOPER_VENDOR,APPROVAL | HUMAN_OVERSIGHT | INCIDENT_RESPONSE,IMPACT_ASSESSMENT | APPROVAL | VALIDATION | HUMAN_OVERSIGHT | AUDIT,DECISION_RECORD | LOG | METRIC | AUDIT_REPORT,NOTICE | CONSENT | CHOICE_REFUSAL | HUMAN_REVIEW | COMPLAINT_REMEDY,PENDING_HUMAN_EXTRACTION_VALIDATION
DOC_REC_DIR_0014,REC_DIR_0014,FRAMEWORK_VN_AI_HEALTH_2026,"Artificial intelligence ethics in authoritarian Vietnam: governance, trust, and societal tensions",2025,VI_EN,Direct_Harvest,"['Huong T. Tran', 'Bac H. Dang', 'Mai Thanh Thi Nguyen', 'Quynh T. T. Pham', 'Phuoc Van Nguyen']",T3_PEER_REVIEWED_ACADEMIC,NOT_APPLICABLE,NOT_APPLICABLE,PROGRAM_PROJECT,NOT_APPLICABLE,NOT_APPLICABLE,5_MONTHS_AT_2026-07-31,GOVERNANCE_ETHICS_COMPONENT,SCOPE_VIETNAM_HEALTHCARE,Vietnam National Healthcare System,CLINICAL_DECISION_SUPPORT | IMAGING_AI | GENAI_LLM,HOSPITAL | PRIMARY_CARE | PUBLIC_HEALTH,AUTONOMY | SAFETY | FAIRNESS | TRANSPARENCY | ACCOUNTABILITY | PRIVACY,REGULATOR | HEALTHCARE_ORGANIZATION | CLINICIAN | DEVELOPER_VENDOR,APPROVAL | HUMAN_OVERSIGHT | INCIDENT_RESPONSE,IMPACT_ASSESSMENT | APPROVAL | VALIDATION | HUMAN_OVERSIGHT | AUDIT,DECISION_RECORD | LOG | METRIC | AUDIT_REPORT,NOTICE | CONSENT | CHOICE_REFUSAL | HUMAN_REVIEW | COMPLAINT_REMEDY,PENDING_HUMAN_EXTRACTION_VALIDATION
DOC_REC_DIR_0016,REC_DIR_0016,FRAMEWORK_VN_AI_HEALTH_2026,"Development of Machine Learning and Deep Learning Prediction Models for PM2.5 in Ho Chi Minh City, Vietnam",2024,VI_EN,Direct_Harvest,"['Phuc Hieu Nguyen', 'Đào Nguyên Khôi', 'Ly Sy Phu Nguyen']",T3_PEER_REVIEWED_ACADEMIC,NOT_APPLICABLE,NOT_APPLICABLE,PROGRAM_PROJECT,NOT_APPLICABLE,NOT_APPLICABLE,5_MONTHS_AT_2026-07-31,GOVERNANCE_ETHICS_COMPONENT,SCOPE_VIETNAM_HEALTHCARE,Vietnam National Healthcare System,CLINICAL_DECISION_SUPPORT | IMAGING_AI | GENAI_LLM,HOSPITAL | PRIMARY_CARE | PUBLIC_HEALTH,AUTONOMY | SAFETY | FAIRNESS | TRANSPARENCY | ACCOUNTABILITY | PRIVACY,REGULATOR | HEALTHCARE_ORGANIZATION | CLINICIAN | DEVELOPER_VENDOR,APPROVAL | HUMAN_OVERSIGHT | INCIDENT_RESPONSE,IMPACT_ASSESSMENT | APPROVAL | VALIDATION | HUMAN_OVERSIGHT | AUDIT,DECISION_RECORD | LOG | METRIC | AUDIT_REPORT,NOTICE | CONSENT | CHOICE_REFUSAL | HUMAN_REVIEW | COMPLAINT_REMEDY,PENDING_HUMAN_EXTRACTION_VALIDATION
DOC_REC_DIR_0017,REC_DIR_0017,FRAMEWORK_VN_AI_HEALTH_2026,Development and Asian-wide validation of the Grade for Interpretable Field Triage (GIFT) for predicting mortality in pre-hospital patients using the Pan-Asian Trauma Outcomes Study (PATOS),2023,VI_EN,Direct_Harvest,"['Jae Yong Yu', 'Sejin Heo', 'Feng Xie', 'Nan Liu', 'Sun Yung Yoon', 'Han Sol Chang', 'Taerim Kim', 'Se Uk Lee', 'Marcus Eng Hock Ong', 'Yih Yng Ng', 'Sang Do Shin', 'Kentaro Kajino', 'Won Chul']",T3_PEER_REVIEWED_ACADEMIC,NOT_APPLICABLE,NOT_APPLICABLE,PROGRAM_PROJECT,NOT_APPLICABLE,NOT_APPLICABLE,5_MONTHS_AT_2026-07-31,GOVERNANCE_ETHICS_COMPONENT,SCOPE_VIETNAM_HEALTHCARE,Vietnam National Healthcare System,CLINICAL_DECISION_SUPPORT | IMAGING_AI | GENAI_LLM,HOSPITAL | PRIMARY_CARE | PUBLIC_HEALTH,AUTONOMY | SAFETY | FAIRNESS | TRANSPARENCY | ACCOUNTABILITY | PRIVACY,REGULATOR | HEALTHCARE_ORGANIZATION | CLINICIAN | DEVELOPER_VENDOR,APPROVAL | HUMAN_OVERSIGHT | INCIDENT_RESPONSE,IMPACT_ASSESSMENT | APPROVAL | VALIDATION | HUMAN_OVERSIGHT | AUDIT,DECISION_RECORD | LOG | METRIC | AUDIT_REPORT,NOTICE | CONSENT | CHOICE_REFUSAL | HUMAN_REVIEW | COMPLAINT_REMEDY,PENDING_HUMAN_EXTRACTION_VALIDATION
DOC_REC_DIR_0018,REC_DIR_0018,FRAMEWORK_VN_AI_HEALTH_2026,Towards a machine-learning assisted non-invasive classification of dengue severity using wearable PPG data: a prospective clinical study,2024,VI_EN,Direct_Harvest,"['Stefan Karolcik', 'Vasileos Manginas', 'Ho Quang Chanh', 'John Daniels', 'Nguyen Thi Giang', 'Vu Ngo Thanh Huyen', 'Minh Tu Van Hoang', 'Phan Nguyen Quoc Khanh', 'Bernard Hernandez', 'Damien Ming', 'Hao Nguyen Van', 'Tu Qui Phan', 'Huynh Trung Trieu', 'Tai Luong Thi Hue', 'Alison Holmes', 'Louise Thwaites', 'Tho Phan Vinh', 'Sophie Yacoub', 'Pantelis Georgiou']",T3_PEER_REVIEWED_ACADEMIC,NOT_APPLICABLE,NOT_APPLICABLE,PROGRAM_PROJECT,NOT_APPLICABLE,NOT_APPLICABLE,5_MONTHS_AT_2026-07-31,GOVERNANCE_ETHICS_COMPONENT,SCOPE_VIETNAM_HEALTHCARE,Vietnam National Healthcare System,CLINICAL_DECISION_SUPPORT | IMAGING_AI | GENAI_LLM,HOSPITAL | PRIMARY_CARE | PUBLIC_HEALTH,AUTONOMY | SAFETY | FAIRNESS | TRANSPARENCY | ACCOUNTABILITY | PRIVACY,REGULATOR | HEALTHCARE_ORGANIZATION | CLINICIAN | DEVELOPER_VENDOR,APPROVAL | HUMAN_OVERSIGHT | INCIDENT_RESPONSE,IMPACT_ASSESSMENT | APPROVAL | VALIDATION | HUMAN_OVERSIGHT | AUDIT,DECISION_RECORD | LOG | METRIC | AUDIT_REPORT,NOTICE | CONSENT | CHOICE_REFUSAL | HUMAN_REVIEW | COMPLAINT_REMEDY,PENDING_HUMAN_EXTRACTION_VALIDATION
DOC_REC_DIR_0019,REC_DIR_0019,FRAMEWORK_VN_AI_HEALTH_2026,Energy Poverty and Health Expenditure: Empirical Evidence from Vietnam,2024,VI_EN,Direct_Harvest,"['Hang Thu Nguyen-Phung', 'Hai Le']",T3_PEER_REVIEWED_ACADEMIC,NOT_APPLICABLE,NOT_APPLICABLE,PROGRAM_PROJECT,NOT_APPLICABLE,NOT_APPLICABLE,5_MONTHS_AT_2026-07-31,GOVERNANCE_ETHICS_COMPONENT,SCOPE_VIETNAM_HEALTHCARE,Vietnam National Healthcare System,CLINICAL_DECISION_SUPPORT | IMAGING_AI | GENAI_LLM,HOSPITAL | PRIMARY_CARE | PUBLIC_HEALTH,AUTONOMY | SAFETY | FAIRNESS | TRANSPARENCY | ACCOUNTABILITY | PRIVACY,REGULATOR | HEALTHCARE_ORGANIZATION | CLINICIAN | DEVELOPER_VENDOR,APPROVAL | HUMAN_OVERSIGHT | INCIDENT_RESPONSE,IMPACT_ASSESSMENT | APPROVAL | VALIDATION | HUMAN_OVERSIGHT | AUDIT,DECISION_RECORD | LOG | METRIC | AUDIT_REPORT,NOTICE | CONSENT | CHOICE_REFUSAL | HUMAN_REVIEW | COMPLAINT_REMEDY,PENDING_HUMAN_EXTRACTION_VALIDATION
DOC_REC_DIR_0020,REC_DIR_0020,FRAMEWORK_VN_AI_HEALTH_2026,Securing Collaborative Medical AI by Using Differential Privacy: Domain Transfer for Classification of Chest Radiographs,2023,VI_EN,Direct_Harvest,"['Soroosh Tayebi Arasteh', 'Mahshad Lotfinia', 'Teresa Nolte', 'Marwin-Jonathan Sähn', 'Peter Isfort', 'Christiane Kühl', 'Sven Nebelung', 'Georgios Kaissis', 'Daniel Truhn']",T3_PEER_REVIEWED_ACADEMIC,NOT_APPLICABLE,NOT_APPLICABLE,PROGRAM_PROJECT,NOT_APPLICABLE,NOT_APPLICABLE,5_MONTHS_AT_2026-07-31,GOVERNANCE_ETHICS_COMPONENT,SCOPE_VIETNAM_HEALTHCARE,Vietnam National Healthcare System,CLINICAL_DECISION_SUPPORT | IMAGING_AI | GENAI_LLM,HOSPITAL | PRIMARY_CARE | PUBLIC_HEALTH,AUTONOMY | SAFETY | FAIRNESS | TRANSPARENCY | ACCOUNTABILITY | PRIVACY,REGULATOR | HEALTHCARE_ORGANIZATION | CLINICIAN | DEVELOPER_VENDOR,APPROVAL | HUMAN_OVERSIGHT | INCIDENT_RESPONSE,IMPACT_ASSESSMENT | APPROVAL | VALIDATION | HUMAN_OVERSIGHT | AUDIT,DECISION_RECORD | LOG | METRIC | AUDIT_REPORT,NOTICE | CONSENT | CHOICE_REFUSAL | HUMAN_REVIEW | COMPLAINT_REMEDY,PENDING_HUMAN_EXTRACTION_VALIDATION
DOC_REC_DIR_0021,REC_DIR_0021,FRAMEWORK_VN_AI_HEALTH_2026,Comparing Large Language Models and Traditional Machine Translation Tools for Translating Medical Consultation Summaries: Quantitative Pilot Feasibility Study,2026,VI_EN,Direct_Harvest,"['Andy Li', 'Wei Zhou', 'Rashina Hoda', 'Chris Bain', 'Peter Poon']",T3_PEER_REVIEWED_ACADEMIC,NOT_APPLICABLE,NOT_APPLICABLE,PROGRAM_PROJECT,NOT_APPLICABLE,NOT_APPLICABLE,5_MONTHS_AT_2026-07-31,GOVERNANCE_ETHICS_COMPONENT,SCOPE_VIETNAM_HEALTHCARE,Vietnam National Healthcare System,CLINICAL_DECISION_SUPPORT | IMAGING_AI | GENAI_LLM,HOSPITAL | PRIMARY_CARE | PUBLIC_HEALTH,AUTONOMY | SAFETY | FAIRNESS | TRANSPARENCY | ACCOUNTABILITY | PRIVACY,REGULATOR | HEALTHCARE_ORGANIZATION | CLINICIAN | DEVELOPER_VENDOR,APPROVAL | HUMAN_OVERSIGHT | INCIDENT_RESPONSE,IMPACT_ASSESSMENT | APPROVAL | VALIDATION | HUMAN_OVERSIGHT | AUDIT,DECISION_RECORD | LOG | METRIC | AUDIT_REPORT,NOTICE | CONSENT | CHOICE_REFUSAL | HUMAN_REVIEW | COMPLAINT_REMEDY,PENDING_HUMAN_EXTRACTION_VALIDATION
DOC_REC_DIR_0022,REC_DIR_0022,FRAMEWORK_VN_AI_HEALTH_2026,What Are the Opportunities and Challenges of Using AI in Medical Education in Vietnam?,2025,VI_EN,Direct_Harvest,"['Trung Anh Nguyen', 'Thanh Binh Nguyen', 'Duy Cuong Nguyen', 'Anh Dung Vu', 'Khanh Linh Dang', 'Nhu Quynh Le', 'Duy Anh Ngo', 'Dang Kien Nguyen', 'Van Thuan Hoang', 'Thanh Binh Ngo']",T3_PEER_REVIEWED_ACADEMIC,NOT_APPLICABLE,NOT_APPLICABLE,PROGRAM_PROJECT,NOT_APPLICABLE,NOT_APPLICABLE,5_MONTHS_AT_2026-07-31,GOVERNANCE_ETHICS_COMPONENT,SCOPE_VIETNAM_HEALTHCARE,Vietnam National Healthcare System,CLINICAL_DECISION_SUPPORT | IMAGING_AI | GENAI_LLM,HOSPITAL | PRIMARY_CARE | PUBLIC_HEALTH,AUTONOMY | SAFETY | FAIRNESS | TRANSPARENCY | ACCOUNTABILITY | PRIVACY,REGULATOR | HEALTHCARE_ORGANIZATION | CLINICIAN | DEVELOPER_VENDOR,APPROVAL | HUMAN_OVERSIGHT | INCIDENT_RESPONSE,IMPACT_ASSESSMENT | APPROVAL | VALIDATION | HUMAN_OVERSIGHT | AUDIT,DECISION_RECORD | LOG | METRIC | AUDIT_REPORT,NOTICE | CONSENT | CHOICE_REFUSAL | HUMAN_REVIEW | COMPLAINT_REMEDY,PENDING_HUMAN_EXTRACTION_VALIDATION
DOC_REC_DIR_0023,REC_DIR_0023,FRAMEWORK_VN_AI_HEALTH_2026,Accuracy of Artificial Intelligence vs Professionally Translated Discharge Instructions,2025,VI_EN,Direct_Harvest,"['M Martos Martos', 'Blanca Fields', 'Samuel G. Finlayson', 'Nigel Hartell', 'Theresa Y. Kim', 'Emily L. Larimer', 'Jason J. Lau', 'Yu-Hsiang Lin', 'Taylor Salaguinto', 'Nguyen Tran-Ngoc', 'K. Casey Lion']",T3_PEER_REVIEWED_ACADEMIC,NOT_APPLICABLE,NOT_APPLICABLE,PROGRAM_PROJECT,NOT_APPLICABLE,NOT_APPLICABLE,5_MONTHS_AT_2026-07-31,GOVERNANCE_ETHICS_COMPONENT,SCOPE_VIETNAM_HEALTHCARE,Vietnam National Healthcare System,CLINICAL_DECISION_SUPPORT | IMAGING_AI | GENAI_LLM,HOSPITAL | PRIMARY_CARE | PUBLIC_HEALTH,AUTONOMY | SAFETY | FAIRNESS | TRANSPARENCY | ACCOUNTABILITY | PRIVACY,REGULATOR | HEALTHCARE_ORGANIZATION | CLINICIAN | DEVELOPER_VENDOR,APPROVAL | HUMAN_OVERSIGHT | INCIDENT_RESPONSE,IMPACT_ASSESSMENT | APPROVAL | VALIDATION | HUMAN_OVERSIGHT | AUDIT,DECISION_RECORD | LOG | METRIC | AUDIT_REPORT,NOTICE | CONSENT | CHOICE_REFUSAL | HUMAN_REVIEW | COMPLAINT_REMEDY,PENDING_HUMAN_EXTRACTION_VALIDATION
DOC_REC_DIR_0024,REC_DIR_0024,FRAMEWORK_VN_AI_HEALTH_2026,Sex and Gender Disparities in the COVID-19 Pandemic,2020,VI_EN,Direct_Harvest,"['Jewel Gausman', 'Ana Langer']",T3_PEER_REVIEWED_ACADEMIC,NOT_APPLICABLE,NOT_APPLICABLE,PROGRAM_PROJECT,NOT_APPLICABLE,NOT_APPLICABLE,5_MONTHS_AT_2026-07-31,GOVERNANCE_ETHICS_COMPONENT,SCOPE_VIETNAM_HEALTHCARE,Vietnam National Healthcare System,CLINICAL_DECISION_SUPPORT | IMAGING_AI | GENAI_LLM,HOSPITAL | PRIMARY_CARE | PUBLIC_HEALTH,AUTONOMY | SAFETY | FAIRNESS | TRANSPARENCY | ACCOUNTABILITY | PRIVACY,REGULATOR | HEALTHCARE_ORGANIZATION | CLINICIAN | DEVELOPER_VENDOR,APPROVAL | HUMAN_OVERSIGHT | INCIDENT_RESPONSE,IMPACT_ASSESSMENT | APPROVAL | VALIDATION | HUMAN_OVERSIGHT | AUDIT,DECISION_RECORD | LOG | METRIC | AUDIT_REPORT,NOTICE | CONSENT | CHOICE_REFUSAL | HUMAN_REVIEW | COMPLAINT_REMEDY,PENDING_HUMAN_EXTRACTION_VALIDATION
DOC_REC_DIR_0025,REC_DIR_0025,FRAMEWORK_VN_AI_HEALTH_2026,Artificial intelligence helps drive new frontiers in ecology,2024,VI_EN,Direct_Harvest,['Niki Wilson'],T3_PEER_REVIEWED_ACADEMIC,NOT_APPLICABLE,NOT_APPLICABLE,PROGRAM_PROJECT,NOT_APPLICABLE,NOT_APPLICABLE,5_MONTHS_AT_2026-07-31,GOVERNANCE_ETHICS_COMPONENT,SCOPE_VIETNAM_HEALTHCARE,Vietnam National Healthcare System,CLINICAL_DECISION_SUPPORT | IMAGING_AI | GENAI_LLM,HOSPITAL | PRIMARY_CARE | PUBLIC_HEALTH,AUTONOMY | SAFETY | FAIRNESS | TRANSPARENCY | ACCOUNTABILITY | PRIVACY,REGULATOR | HEALTHCARE_ORGANIZATION | CLINICIAN | DEVELOPER_VENDOR,APPROVAL | HUMAN_OVERSIGHT | INCIDENT_RESPONSE,IMPACT_ASSESSMENT | APPROVAL | VALIDATION | HUMAN_OVERSIGHT | AUDIT,DECISION_RECORD | LOG | METRIC | AUDIT_REPORT,NOTICE | CONSENT | CHOICE_REFUSAL | HUMAN_REVIEW | COMPLAINT_REMEDY,PENDING_HUMAN_EXTRACTION_VALIDATION
DOC_REC_DIR_0026,REC_DIR_0026,FRAMEWORK_VN_AI_HEALTH_2026,Humanizing pulmonary care in the era of acoustic artificial intelligence: toward global health equity,2025,VI_EN,Direct_Harvest,"['Bilal Irfan', 'Habeebah Muhammad-Kamal', 'Allison Newsome', 'Roberto Daniel Sirvent']",T3_PEER_REVIEWED_ACADEMIC,NOT_APPLICABLE,NOT_APPLICABLE,PROGRAM_PROJECT,NOT_APPLICABLE,NOT_APPLICABLE,5_MONTHS_AT_2026-07-31,GOVERNANCE_ETHICS_COMPONENT,SCOPE_VIETNAM_HEALTHCARE,Vietnam National Healthcare System,CLINICAL_DECISION_SUPPORT | IMAGING_AI | GENAI_LLM,HOSPITAL | PRIMARY_CARE | PUBLIC_HEALTH,AUTONOMY | SAFETY | FAIRNESS | TRANSPARENCY | ACCOUNTABILITY | PRIVACY,REGULATOR | HEALTHCARE_ORGANIZATION | CLINICIAN | DEVELOPER_VENDOR,APPROVAL | HUMAN_OVERSIGHT | INCIDENT_RESPONSE,IMPACT_ASSESSMENT | APPROVAL | VALIDATION | HUMAN_OVERSIGHT | AUDIT,DECISION_RECORD | LOG | METRIC | AUDIT_REPORT,NOTICE | CONSENT | CHOICE_REFUSAL | HUMAN_REVIEW | COMPLAINT_REMEDY,PENDING_HUMAN_EXTRACTION_VALIDATION
DOC_REC_DIR_0027,REC_DIR_0027,FRAMEWORK_VN_AI_HEALTH_2026,Application of AI Tools in Creating Datasets from a Real Data Component for Structural Health Monitoring,2023,VI_EN,Direct_Harvest,"['Minh Q. Tran', 'Hélder S. Sousa', 'José C. Matos']",T3_PEER_REVIEWED_ACADEMIC,NOT_APPLICABLE,NOT_APPLICABLE,PROGRAM_PROJECT,NOT_APPLICABLE,NOT_APPLICABLE,5_MONTHS_AT_2026-07-31,GOVERNANCE_ETHICS_COMPONENT,SCOPE_VIETNAM_HEALTHCARE,Vietnam National Healthcare System,CLINICAL_DECISION_SUPPORT | IMAGING_AI | GENAI_LLM,HOSPITAL | PRIMARY_CARE | PUBLIC_HEALTH,AUTONOMY | SAFETY | FAIRNESS | TRANSPARENCY | ACCOUNTABILITY | PRIVACY,REGULATOR | HEALTHCARE_ORGANIZATION | CLINICIAN | DEVELOPER_VENDOR,APPROVAL | HUMAN_OVERSIGHT | INCIDENT_RESPONSE,IMPACT_ASSESSMENT | APPROVAL | VALIDATION | HUMAN_OVERSIGHT | AUDIT,DECISION_RECORD | LOG | METRIC | AUDIT_REPORT,NOTICE | CONSENT | CHOICE_REFUSAL | HUMAN_REVIEW | COMPLAINT_REMEDY,PENDING_HUMAN_EXTRACTION_VALIDATION
DOC_REC_DIR_0028,REC_DIR_0028,FRAMEWORK_VN_AI_HEALTH_2026,"AI-based air quality PM2.5 forecasting models for developing countries: A case study of Ho Chi Minh City, Vietnam",2022,VI_EN,Direct_Harvest,"['Rajnish Rakholia', 'Quan Le', 'Hoang Ngoc Khue Vu', 'Bang Quoc Ho', 'Ricardo Simón Carbajo']",T3_PEER_REVIEWED_ACADEMIC,NOT_APPLICABLE,NOT_APPLICABLE,PROGRAM_PROJECT,NOT_APPLICABLE,NOT_APPLICABLE,5_MONTHS_AT_2026-07-31,GOVERNANCE_ETHICS_COMPONENT,SCOPE_VIETNAM_HEALTHCARE,Vietnam National Healthcare System,CLINICAL_DECISION_SUPPORT | IMAGING_AI | GENAI_LLM,HOSPITAL | PRIMARY_CARE | PUBLIC_HEALTH,AUTONOMY | SAFETY | FAIRNESS | TRANSPARENCY | ACCOUNTABILITY | PRIVACY,REGULATOR | HEALTHCARE_ORGANIZATION | CLINICIAN | DEVELOPER_VENDOR,APPROVAL | HUMAN_OVERSIGHT | INCIDENT_RESPONSE,IMPACT_ASSESSMENT | APPROVAL | VALIDATION | HUMAN_OVERSIGHT | AUDIT,DECISION_RECORD | LOG | METRIC | AUDIT_REPORT,NOTICE | CONSENT | CHOICE_REFUSAL | HUMAN_REVIEW | COMPLAINT_REMEDY,PENDING_HUMAN_EXTRACTION_VALIDATION
DOC_REC_DIR_0029,REC_DIR_0029,FRAMEWORK_VN_AI_HEALTH_2026,The Nexus Between Green Finance and Artificial Intelligence: A Systemic Bibliometric Analysis Based on Web of Science Database,2025,VI_EN,Direct_Harvest,"['Katerina Fotova Čiković', 'Violeta Cvetkoska', 'Dinko Primorac']",T3_PEER_REVIEWED_ACADEMIC,NOT_APPLICABLE,NOT_APPLICABLE,PROGRAM_PROJECT,NOT_APPLICABLE,NOT_APPLICABLE,5_MONTHS_AT_2026-07-31,GOVERNANCE_ETHICS_COMPONENT,SCOPE_VIETNAM_HEALTHCARE,Vietnam National Healthcare System,CLINICAL_DECISION_SUPPORT | IMAGING_AI | GENAI_LLM,HOSPITAL | PRIMARY_CARE | PUBLIC_HEALTH,AUTONOMY | SAFETY | FAIRNESS | TRANSPARENCY | ACCOUNTABILITY | PRIVACY,REGULATOR | HEALTHCARE_ORGANIZATION | CLINICIAN | DEVELOPER_VENDOR,APPROVAL | HUMAN_OVERSIGHT | INCIDENT_RESPONSE,IMPACT_ASSESSMENT | APPROVAL | VALIDATION | HUMAN_OVERSIGHT | AUDIT,DECISION_RECORD | LOG | METRIC | AUDIT_REPORT,NOTICE | CONSENT | CHOICE_REFUSAL | HUMAN_REVIEW | COMPLAINT_REMEDY,PENDING_HUMAN_EXTRACTION_VALIDATION
DOC_REC_DIR_0030,REC_DIR_0030,FRAMEWORK_VN_AI_HEALTH_2026,A LASSO-based model for financial distress of the Vietnamese listed firms: Does the covid-19 pandemic matter?,2023,VI_EN,Direct_Harvest,"['Nam Thanh Vu', 'Ngoc Hong Nguyen', 'Thao Tran', 'Binh Thien Le', 'Duc Hong Vo']",T3_PEER_REVIEWED_ACADEMIC,NOT_APPLICABLE,NOT_APPLICABLE,PROGRAM_PROJECT,NOT_APPLICABLE,NOT_APPLICABLE,5_MONTHS_AT_2026-07-31,GOVERNANCE_ETHICS_COMPONENT,SCOPE_VIETNAM_HEALTHCARE,Vietnam National Healthcare System,CLINICAL_DECISION_SUPPORT | IMAGING_AI | GENAI_LLM,HOSPITAL | PRIMARY_CARE | PUBLIC_HEALTH,AUTONOMY | SAFETY | FAIRNESS | TRANSPARENCY | ACCOUNTABILITY | PRIVACY,REGULATOR | HEALTHCARE_ORGANIZATION | CLINICIAN | DEVELOPER_VENDOR,APPROVAL | HUMAN_OVERSIGHT | INCIDENT_RESPONSE,IMPACT_ASSESSMENT | APPROVAL | VALIDATION | HUMAN_OVERSIGHT | AUDIT,DECISION_RECORD | LOG | METRIC | AUDIT_REPORT,NOTICE | CONSENT | CHOICE_REFUSAL | HUMAN_REVIEW | COMPLAINT_REMEDY,PENDING_HUMAN_EXTRACTION_VALIDATION
