channel_id,domain,query_id,query_family,query_verbatim,fallback_query,requested_limit,executed_at,cli_exit,raw_file,raw_sha256,raw_bytes,stderr_file,stderr_sha256,stderr_bytes,official_result_count,status,stop_assessment
MOH,moh.gov.vn,DQ-EVID-04,evidence,"(""AI ethics"" OR ""AI governance"") AND (audit OR inspection OR monitoring OR incident OR complaint OR redress OR ""impact assessment"" OR outcome OR result) AND (Vietnam OR ""Viet Nam"") AND (health OR hospital)","site:moh.gov.vn (""AI ethics"" OR ""AI governance"") AND (audit OR inspection OR monitoring OR incident OR complaint OR redress OR ""impact assessment"" OR outcome OR result) AND (Vietnam OR ""Viet Nam"") AND (health OR hospital)",50,2026-08-01T04:40:06.444720+00:00,1,raw/search-MOH-DQ-EVID-04.json,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,0,raw/search-MOH-DQ-EVID-04.stderr.txt,D1B72C2F56A4F17FFC495DCCADB7D79D3CFEE8F9815D278112FE9F17E8655DE5,35,0,SEARCH_FAILED,FIRECRAWL_SITE_FALLBACK_REQUESTED_LIMIT_50
MOH,moh.gov.vn,DQ-EVID-05,evidence,"(""artificial intelligence"" OR AI) AND (""post-implementation monitoring"" OR ""post-market surveillance"" OR ""incident reporting"" OR ""quality management"" OR ""effectiveness evaluation"" OR audit) AND (Vietnam OR ""Viet Nam"") AND (health OR hospital OR ""provincial health department"")","site:moh.gov.vn (""artificial intelligence"" OR AI) AND (""post-implementation monitoring"" OR ""post-market surveillance"" OR ""incident reporting"" OR ""quality management"" OR ""effectiveness evaluation"" OR audit) AND (Vietnam OR ""Viet Nam"") AND (health OR hospital OR ""provincial health department"")",50,2026-08-01T04:40:08.279336+00:00,1,raw/search-MOH-DQ-EVID-05.json,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,0,raw/search-MOH-DQ-EVID-05.stderr.txt,D1B72C2F56A4F17FFC495DCCADB7D79D3CFEE8F9815D278112FE9F17E8655DE5,35,0,SEARCH_FAILED,FIRECRAWL_SITE_FALLBACK_REQUESTED_LIMIT_50
MOH-ASTT,asttmoh.vn,DQ-IMPL-01,implementation,"(""đạo đức AI"" OR ""AI có trách nhiệm"" OR ""quản trị AI"") AND (kế hoạch OR triển khai OR áp dụng OR thí điểm)","site:asttmoh.vn (""đạo đức AI"" OR ""AI có trách nhiệm"" OR ""quản trị AI"") AND (kế hoạch OR triển khai OR áp dụng OR thí điểm)",50,2026-08-01T04:40:09.827797+00:00,1,raw/search-MOH-ASTT-DQ-IMPL-01.json,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,0,raw/search-MOH-ASTT-DQ-IMPL-01.stderr.txt,D1B72C2F56A4F17FFC495DCCADB7D79D3CFEE8F9815D278112FE9F17E8655DE5,35,0,SEARCH_FAILED,FIRECRAWL_SITE_FALLBACK_REQUESTED_LIMIT_50
MOH-ASTT,asttmoh.vn,DQ-IMPL-02,implementation,"(""đạo đức AI"" OR ""AI có trách nhiệm"" OR ""quản trị AI"") AND (""Bộ Y tế"" OR bệnh viện OR ""cơ sở khám bệnh, chữa bệnh"")","site:asttmoh.vn (""đạo đức AI"" OR ""AI có trách nhiệm"" OR ""quản trị AI"") AND (""Bộ Y tế"" OR bệnh viện OR ""cơ sở khám bệnh, chữa bệnh"")",50,2026-08-01T04:40:11.468050+00:00,1,raw/search-MOH-ASTT-DQ-IMPL-02.json,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,0,raw/search-MOH-ASTT-DQ-IMPL-02.stderr.txt,D1B72C2F56A4F17FFC495DCCADB7D79D3CFEE8F9815D278112FE9F17E8655DE5,35,0,SEARCH_FAILED,FIRECRAWL_SITE_FALLBACK_REQUESTED_LIMIT_50
MOH-ASTT,asttmoh.vn,DQ-IMPL-03,implementation,"(""responsible AI"" OR ""AI governance"" OR ""AI ethics"") AND (implementation OR adoption OR uptake OR plan OR pilot) AND (Vietnam OR ""Viet Nam"") AND (health OR hospital OR clinical)","site:asttmoh.vn (""responsible AI"" OR ""AI governance"" OR ""AI ethics"") AND (implementation OR adoption OR uptake OR plan OR pilot) AND (Vietnam OR ""Viet Nam"") AND (health OR hospital OR clinical)",50,2026-08-01T04:40:13.044181+00:00,1,raw/search-MOH-ASTT-DQ-IMPL-03.json,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,0,raw/search-MOH-ASTT-DQ-IMPL-03.stderr.txt,D1B72C2F56A4F17FFC495DCCADB7D79D3CFEE8F9815D278112FE9F17E8655DE5,35,0,SEARCH_FAILED,FIRECRAWL_SITE_FALLBACK_REQUESTED_LIMIT_50
MOH-ASTT,asttmoh.vn,DQ-TOOL-01,implementation_tool,"(""đánh giá tuân thủ"" OR ""tự đánh giá"") AND (""đạo đức AI"" OR ""AI có trách nhiệm"")","site:asttmoh.vn (""đánh giá tuân thủ"" OR ""tự đánh giá"") AND (""đạo đức AI"" OR ""AI có trách nhiệm"")",50,2026-08-01T04:40:14.495411+00:00,1,raw/search-MOH-ASTT-DQ-TOOL-01.json,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,0,raw/search-MOH-ASTT-DQ-TOOL-01.stderr.txt,D1B72C2F56A4F17FFC495DCCADB7D79D3CFEE8F9815D278112FE9F17E8655DE5,35,0,SEARCH_FAILED,FIRECRAWL_SITE_FALLBACK_REQUESTED_LIMIT_50
MOH-ASTT,asttmoh.vn,DQ-TOOL-02,implementation_tool,"(nền tảng OR công cụ) AND (""đánh giá tuân thủ"" OR ""đánh giá tác động"") AND (""AI"" OR ""trí tuệ nhân tạo"")","site:asttmoh.vn (nền tảng OR công cụ) AND (""đánh giá tuân thủ"" OR ""đánh giá tác động"") AND (""AI"" OR ""trí tuệ nhân tạo"")",50,2026-08-01T04:40:16.162513+00:00,1,raw/search-MOH-ASTT-DQ-TOOL-02.json,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,0,raw/search-MOH-ASTT-DQ-TOOL-02.stderr.txt,D1B72C2F56A4F17FFC495DCCADB7D79D3CFEE8F9815D278112FE9F17E8655DE5,35,0,SEARCH_FAILED,FIRECRAWL_SITE_FALLBACK_REQUESTED_LIMIT_50
MOH-ASTT,asttmoh.vn,DQ-IMPL-04,implementation,"(""trí tuệ nhân tạo"" OR AI) AND (""theo dõi sau triển khai"" OR hậu kiểm OR ""giám sát sau triển khai"" OR ""đánh giá hiệu quả"") AND (y tế OR bệnh viện OR ""Sở Y tế"")","site:asttmoh.vn (""trí tuệ nhân tạo"" OR AI) AND (""theo dõi sau triển khai"" OR hậu kiểm OR ""giám sát sau triển khai"" OR ""đánh giá hiệu quả"") AND (y tế OR bệnh viện OR ""Sở Y tế"")",50,2026-08-01T04:40:17.907589+00:00,1,raw/search-MOH-ASTT-DQ-IMPL-04.json,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,0,raw/search-MOH-ASTT-DQ-IMPL-04.stderr.txt,D1B72C2F56A4F17FFC495DCCADB7D79D3CFEE8F9815D278112FE9F17E8655DE5,35,0,SEARCH_FAILED,FIRECRAWL_SITE_FALLBACK_REQUESTED_LIMIT_50
MOH-ASTT,asttmoh.vn,DQ-IMPL-05,implementation,"(""trí tuệ nhân tạo"" OR AI) AND (""báo cáo sự cố"" OR ""quản lý chất lượng"" OR kiểm toán OR thanh tra) AND (y tế OR bệnh viện OR ""Sở Y tế"")","site:asttmoh.vn (""trí tuệ nhân tạo"" OR AI) AND (""báo cáo sự cố"" OR ""quản lý chất lượng"" OR kiểm toán OR thanh tra) AND (y tế OR bệnh viện OR ""Sở Y tế"")",50,2026-08-01T04:40:19.448682+00:00,1,raw/search-MOH-ASTT-DQ-IMPL-05.json,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,0,raw/search-MOH-ASTT-DQ-IMPL-05.stderr.txt,D1B72C2F56A4F17FFC495DCCADB7D79D3CFEE8F9815D278112FE9F17E8655DE5,35,0,SEARCH_FAILED,FIRECRAWL_SITE_FALLBACK_REQUESTED_LIMIT_50
MOH-ASTT,asttmoh.vn,DQ-EVID-01,evidence,"(""đạo đức AI"" OR ""quản trị AI"") AND (kiểm toán OR thanh tra OR giám sát)","site:asttmoh.vn (""đạo đức AI"" OR ""quản trị AI"") AND (kiểm toán OR thanh tra OR giám sát)",50,2026-08-01T04:40:21.129546+00:00,1,raw/search-MOH-ASTT-DQ-EVID-01.json,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,0,raw/search-MOH-ASTT-DQ-EVID-01.stderr.txt,D1B72C2F56A4F17FFC495DCCADB7D79D3CFEE8F9815D278112FE9F17E8655DE5,35,0,SEARCH_FAILED,FIRECRAWL_SITE_FALLBACK_REQUESTED_LIMIT_50
MOH-ASTT,asttmoh.vn,DQ-EVID-02,evidence,"(""AI"" OR ""trí tuệ nhân tạo"") AND (sự cố OR khiếu nại OR khắc phục) AND (y tế OR bệnh viện)","site:asttmoh.vn (""AI"" OR ""trí tuệ nhân tạo"") AND (sự cố OR khiếu nại OR khắc phục) AND (y tế OR bệnh viện)",50,2026-08-01T04:40:24.017907+00:00,1,raw/search-MOH-ASTT-DQ-EVID-02.json,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,0,raw/search-MOH-ASTT-DQ-EVID-02.stderr.txt,D1B72C2F56A4F17FFC495DCCADB7D79D3CFEE8F9815D278112FE9F17E8655DE5,35,0,SEARCH_FAILED,FIRECRAWL_SITE_FALLBACK_REQUESTED_LIMIT_50
MOH-ASTT,asttmoh.vn,DQ-EVID-03,evidence,"(""AI"" OR ""trí tuệ nhân tạo"") AND (""đánh giá tác động"" OR kết quả) AND (y tế OR bệnh viện)","site:asttmoh.vn (""AI"" OR ""trí tuệ nhân tạo"") AND (""đánh giá tác động"" OR kết quả) AND (y tế OR bệnh viện)",50,2026-08-01T04:40:25.677674+00:00,1,raw/search-MOH-ASTT-DQ-EVID-03.json,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,0,raw/search-MOH-ASTT-DQ-EVID-03.stderr.txt,D1B72C2F56A4F17FFC495DCCADB7D79D3CFEE8F9815D278112FE9F17E8655DE5,35,0,SEARCH_FAILED,FIRECRAWL_SITE_FALLBACK_REQUESTED_LIMIT_50
MOH-ASTT,asttmoh.vn,DQ-EVID-04,evidence,"(""AI ethics"" OR ""AI governance"") AND (audit OR inspection OR monitoring OR incident OR complaint OR redress OR ""impact assessment"" OR outcome OR result) AND (Vietnam OR ""Viet Nam"") AND (health OR hospital)","site:asttmoh.vn (""AI ethics"" OR ""AI governance"") AND (audit OR inspection OR monitoring OR incident OR complaint OR redress OR ""impact assessment"" OR outcome OR result) AND (Vietnam OR ""Viet Nam"") AND (health OR hospital)",50,2026-08-01T04:40:27.194091+00:00,1,raw/search-MOH-ASTT-DQ-EVID-04.json,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,0,raw/search-MOH-ASTT-DQ-EVID-04.stderr.txt,D1B72C2F56A4F17FFC495DCCADB7D79D3CFEE8F9815D278112FE9F17E8655DE5,35,0,SEARCH_FAILED,FIRECRAWL_SITE_FALLBACK_REQUESTED_LIMIT_50
MOH-ASTT,asttmoh.vn,DQ-EVID-05,evidence,"(""artificial intelligence"" OR AI) AND (""post-implementation monitoring"" OR ""post-market surveillance"" OR ""incident reporting"" OR ""quality management"" OR ""effectiveness evaluation"" OR audit) AND (Vietnam OR ""Viet Nam"") AND (health OR hospital OR ""provincial health department"")","site:asttmoh.vn (""artificial intelligence"" OR AI) AND (""post-implementation monitoring"" OR ""post-market surveillance"" OR ""incident reporting"" OR ""quality management"" OR ""effectiveness evaluation"" OR audit) AND (Vietnam OR ""Viet Nam"") AND (health OR hospital OR ""provincial health department"")",50,2026-08-01T04:40:28.953630+00:00,1,raw/search-MOH-ASTT-DQ-EVID-05.json,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,0,raw/search-MOH-ASTT-DQ-EVID-05.stderr.txt,D1B72C2F56A4F17FFC495DCCADB7D79D3CFEE8F9815D278112FE9F17E8655DE5,35,0,SEARCH_FAILED,FIRECRAWL_SITE_FALLBACK_REQUESTED_LIMIT_50
MOH-KCB,kcb.vn,DQ-IMPL-01,implementation,"(""đạo đức AI"" OR ""AI có trách nhiệm"" OR ""quản trị AI"") AND (kế hoạch OR triển khai OR áp dụng OR thí điểm)","site:kcb.vn (""đạo đức AI"" OR ""AI có trách nhiệm"" OR ""quản trị AI"") AND (kế hoạch OR triển khai OR áp dụng OR thí điểm)",50,2026-08-01T04:40:30.461671+00:00,1,raw/search-MOH-KCB-DQ-IMPL-01.json,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,0,raw/search-MOH-KCB-DQ-IMPL-01.stderr.txt,D1B72C2F56A4F17FFC495DCCADB7D79D3CFEE8F9815D278112FE9F17E8655DE5,35,0,SEARCH_FAILED,FIRECRAWL_SITE_FALLBACK_REQUESTED_LIMIT_50
MOH-KCB,kcb.vn,DQ-IMPL-02,implementation,"(""đạo đức AI"" OR ""AI có trách nhiệm"" OR ""quản trị AI"") AND (""Bộ Y tế"" OR bệnh viện OR ""cơ sở khám bệnh, chữa bệnh"")","site:kcb.vn (""đạo đức AI"" OR ""AI có trách nhiệm"" OR ""quản trị AI"") AND (""Bộ Y tế"" OR bệnh viện OR ""cơ sở khám bệnh, chữa bệnh"")",50,2026-08-01T04:40:31.703743+00:00,1,raw/search-MOH-KCB-DQ-IMPL-02.json,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,0,raw/search-MOH-KCB-DQ-IMPL-02.stderr.txt,D1B72C2F56A4F17FFC495DCCADB7D79D3CFEE8F9815D278112FE9F17E8655DE5,35,0,SEARCH_FAILED,FIRECRAWL_SITE_FALLBACK_REQUESTED_LIMIT_50
MOH-KCB,kcb.vn,DQ-IMPL-03,implementation,"(""responsible AI"" OR ""AI governance"" OR ""AI ethics"") AND (implementation OR adoption OR uptake OR plan OR pilot) AND (Vietnam OR ""Viet Nam"") AND (health OR hospital OR clinical)","site:kcb.vn (""responsible AI"" OR ""AI governance"" OR ""AI ethics"") AND (implementation OR adoption OR uptake OR plan OR pilot) AND (Vietnam OR ""Viet Nam"") AND (health OR hospital OR clinical)",50,2026-08-01T04:40:33.368147+00:00,1,raw/search-MOH-KCB-DQ-IMPL-03.json,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,0,raw/search-MOH-KCB-DQ-IMPL-03.stderr.txt,D1B72C2F56A4F17FFC495DCCADB7D79D3CFEE8F9815D278112FE9F17E8655DE5,35,0,SEARCH_FAILED,FIRECRAWL_SITE_FALLBACK_REQUESTED_LIMIT_50
MOH-KCB,kcb.vn,DQ-TOOL-01,implementation_tool,"(""đánh giá tuân thủ"" OR ""tự đánh giá"") AND (""đạo đức AI"" OR ""AI có trách nhiệm"")","site:kcb.vn (""đánh giá tuân thủ"" OR ""tự đánh giá"") AND (""đạo đức AI"" OR ""AI có trách nhiệm"")",50,2026-08-01T04:40:35.316792+00:00,1,raw/search-MOH-KCB-DQ-TOOL-01.json,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,0,raw/search-MOH-KCB-DQ-TOOL-01.stderr.txt,D1B72C2F56A4F17FFC495DCCADB7D79D3CFEE8F9815D278112FE9F17E8655DE5,35,0,SEARCH_FAILED,FIRECRAWL_SITE_FALLBACK_REQUESTED_LIMIT_50
MOH-KCB,kcb.vn,DQ-TOOL-02,implementation_tool,"(nền tảng OR công cụ) AND (""đánh giá tuân thủ"" OR ""đánh giá tác động"") AND (""AI"" OR ""trí tuệ nhân tạo"")","site:kcb.vn (nền tảng OR công cụ) AND (""đánh giá tuân thủ"" OR ""đánh giá tác động"") AND (""AI"" OR ""trí tuệ nhân tạo"")",50,2026-08-01T04:40:36.898493+00:00,1,raw/search-MOH-KCB-DQ-TOOL-02.json,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,0,raw/search-MOH-KCB-DQ-TOOL-02.stderr.txt,D1B72C2F56A4F17FFC495DCCADB7D79D3CFEE8F9815D278112FE9F17E8655DE5,35,0,SEARCH_FAILED,FIRECRAWL_SITE_FALLBACK_REQUESTED_LIMIT_50
MOH-KCB,kcb.vn,DQ-IMPL-04,implementation,"(""trí tuệ nhân tạo"" OR AI) AND (""theo dõi sau triển khai"" OR hậu kiểm OR ""giám sát sau triển khai"" OR ""đánh giá hiệu quả"") AND (y tế OR bệnh viện OR ""Sở Y tế"")","site:kcb.vn (""trí tuệ nhân tạo"" OR AI) AND (""theo dõi sau triển khai"" OR hậu kiểm OR ""giám sát sau triển khai"" OR ""đánh giá hiệu quả"") AND (y tế OR bệnh viện OR ""Sở Y tế"")",50,2026-08-01T04:40:38.356485+00:00,1,raw/search-MOH-KCB-DQ-IMPL-04.json,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,0,raw/search-MOH-KCB-DQ-IMPL-04.stderr.txt,D1B72C2F56A4F17FFC495DCCADB7D79D3CFEE8F9815D278112FE9F17E8655DE5,35,0,SEARCH_FAILED,FIRECRAWL_SITE_FALLBACK_REQUESTED_LIMIT_50
MOH-KCB,kcb.vn,DQ-IMPL-05,implementation,"(""trí tuệ nhân tạo"" OR AI) AND (""báo cáo sự cố"" OR ""quản lý chất lượng"" OR kiểm toán OR thanh tra) AND (y tế OR bệnh viện OR ""Sở Y tế"")","site:kcb.vn (""trí tuệ nhân tạo"" OR AI) AND (""báo cáo sự cố"" OR ""quản lý chất lượng"" OR kiểm toán OR thanh tra) AND (y tế OR bệnh viện OR ""Sở Y tế"")",50,2026-08-01T04:40:39.796111+00:00,1,raw/search-MOH-KCB-DQ-IMPL-05.json,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,0,raw/search-MOH-KCB-DQ-IMPL-05.stderr.txt,D1B72C2F56A4F17FFC495DCCADB7D79D3CFEE8F9815D278112FE9F17E8655DE5,35,0,SEARCH_FAILED,FIRECRAWL_SITE_FALLBACK_REQUESTED_LIMIT_50
MOH-KCB,kcb.vn,DQ-EVID-01,evidence,"(""đạo đức AI"" OR ""quản trị AI"") AND (kiểm toán OR thanh tra OR giám sát)","site:kcb.vn (""đạo đức AI"" OR ""quản trị AI"") AND (kiểm toán OR thanh tra OR giám sát)",50,2026-08-01T04:40:41.285920+00:00,1,raw/search-MOH-KCB-DQ-EVID-01.json,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,0,raw/search-MOH-KCB-DQ-EVID-01.stderr.txt,D1B72C2F56A4F17FFC495DCCADB7D79D3CFEE8F9815D278112FE9F17E8655DE5,35,0,SEARCH_FAILED,FIRECRAWL_SITE_FALLBACK_REQUESTED_LIMIT_50
