raw_record_id,source_channel_as_supplied,title,doi,publication_year,deduplication_status,merged_into_record_id,deduplication_reason,query_id,source_record_id,retrieval_date,raw_artifact_locator,raw_artifact_sha256,cursor_or_page,reconciliation_status,reconciliation_note
RAW_0023,Direct_Harvest,Sex and Gender Disparities in the COVID-19 Pandemic,https://doi.org/10.1089/jwh.2020.8472,2020,UNIQUE,REC_DIR_0024,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0024,Direct_Harvest,Artificial intelligence helps drive new frontiers in ecology,https://doi.org/10.1093/biosci/biae016,2024,UNIQUE,REC_DIR_0025,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0025,Direct_Harvest,Humanizing pulmonary care in the era of acoustic artificial intelligence: toward global health equity,https://doi.org/10.3389/fmed.2025.1666820,2025,UNIQUE,REC_DIR_0026,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0026,Direct_Harvest,Application of AI Tools in Creating Datasets from a Real Data Component for Structural Health Monitoring,https://doi.org/10.1201/9781003306924-9,2023,UNIQUE,REC_DIR_0027,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0027,Direct_Harvest,"AI-based air quality PM2.5 forecasting models for developing countries: A case study of Ho Chi Minh City, Vietnam",https://doi.org/10.1016/j.uclim.2022.101315,2022,UNIQUE,REC_DIR_0028,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0028,Direct_Harvest,The Nexus Between Green Finance and Artificial Intelligence: A Systemic Bibliometric Analysis Based on Web of Science Database,https://doi.org/10.3390/jrfm18080420,2025,UNIQUE,REC_DIR_0029,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0029,Direct_Harvest,A LASSO-based model for financial distress of the Vietnamese listed firms: Does the covid-19 pandemic matter?,https://doi.org/10.1080/23322039.2023.2210361,2023,UNIQUE,REC_DIR_0030,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0030,Direct_Harvest,Insights Into the Current and Future State of AI Adoption Within Health Systems in Southeast Asia: Cross-Sectional Qualitative Study,https://doi.org/10.2196/71591,2025,UNIQUE,REC_DIR_0031,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0031,Direct_Harvest,Understanding and predicting ciprofloxacin minimum inhibitory concentration in <i>Escherichia coli</i> with machine learning,https://doi.org/10.1101/806760,2019,UNIQUE,REC_DIR_0032,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0032,Direct_Harvest,Predicting Load-Deflection of Composite Concrete Bridges Using Machine Learning Models,https://doi.org/10.58845/jstt.utt.2023.en.3.4.44-52,2023,UNIQUE,REC_DIR_0033,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0033,Direct_Harvest,A comprehensive appraisal of evolutionary diversity in venomous Asian coralsnakes of the genus<i>Sinomicrurus</i>(Serpentes: Elapidae) using Bayesian coalescent inference and supervised machine learning,https://doi.org/10.1111/jzs.12547,2021,UNIQUE,REC_DIR_0034,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0034,Direct_Harvest,"Evaluation of models and drought-wetness factors contributing to predicting the vegetation health index in Dak Nong Province, Vietnam",https://doi.org/10.1088/2515-7620/ad39a4,2024,UNIQUE,REC_DIR_0035,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0035,Direct_Harvest,Sentiment Reasoning for Healthcare,https://doi.org/10.48550/arxiv.2407.21054,2024,UNIQUE,REC_DIR_0036,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0036,Direct_Harvest,"Ecological epidemiology insights into clonorchiosis endemicity in Guangxi, China and Vietnam: a comprehensive machine learning analysis",https://doi.org/10.1186/s12942-025-00404-y,2025,UNIQUE,REC_DIR_0037,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0037,Direct_Harvest,Artificial Intelligence-assisted Translation and Interpretation for Communication With Patients Who Have Language Barriers: A Systematic Review,https://doi.org/10.1164/ajrccm.2025.211.abstracts.a3643,2025,UNIQUE,REC_DIR_0038,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0038,Direct_Harvest,How Healthqual drives willingness to pay a premium and revisit intention in health-care sector: the moderation role of AI-enabled service,https://doi.org/10.1108/ijqss-09-2025-0225,2026,UNIQUE,REC_DIR_0039,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0039,Direct_Harvest,Using machine learning algorithms for predicting bridge vertical deflection,https://doi.org/10.1680/jencm.23.00016,2024,UNIQUE,REC_DIR_0040,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0040,Direct_Harvest,Development and validation of machine learning-based predictive clinical decision support system for olanzapine in patients with schizophrenia,https://doi.org/10.29090/psa.2024.04.24.ap0713,2024,UNIQUE,REC_DIR_0041,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0041,Direct_Harvest,Toward Audio Beehive Monitoring Based on IoT-AI techniques: A Survey and Perspective,https://doi.org/10.31817/vjas.2020.3.1.06,2020,UNIQUE,REC_DIR_0042,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0042,Direct_Harvest,LEGAL CHALLENGES IN THE ERA OF ARTIFICIAL INTELLIGENCE REGARDING PATIENTS' RIGHTS: LESSON FOR VIETNAMESE MEDICAL STUDENTS,https://doi.org/10.5281/zenodo.20007941,2026,UNIQUE,REC_DIR_0043,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0043,Direct_Harvest,Agentic AI Framework for Adaptive Clinical Workflow Orchestration,https://doi.org/10.1109/rivf68649.2025.11365087,2025,UNIQUE,REC_DIR_0045,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0044,Direct_Harvest,Artificial Intelligence Integration in Medical Education: A Landscape with HOT Dimensions in Viet Nam,https://doi.org/10.1596/45024,2026,UNIQUE,REC_DIR_0046,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0045,Direct_Harvest,Curious but Unprepared: Healthcare Students’ Perspectives on AI and Robotics in Care and the Need for Curriculum Reform,https://doi.org/10.3390/ime4030030,2025,UNIQUE,REC_DIR_0047,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0046,Direct_Harvest,The United Nations Sustainable Development Goals,https://doi.org/10.1093/biosci/biz155,2020,UNIQUE,REC_DIR_0048,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0047,Direct_Harvest,Application of Artificial Intelligence in the Healthcare Sector and Legal Challenges: A Study in Vietnam,https://doi.org/10.64753/jcasc.v10i2.1894,2025,UNIQUE,REC_DIR_0049,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0048,Direct_Harvest,Large language models for self-administered conversational vignette assessment of provider competencies: A pilot and validation study in Vietnam with automated LLM-powered transcript classification,https://doi.org/10.64898/2026.03.02.26347479,2026,UNIQUE,REC_DIR_0050,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0049,Direct_Harvest,Digital Health Policy and Programs for Hospital Care in Vietnam: Scoping Review (Preprint),https://doi.org/10.2196/preprints.32392,2021,UNIQUE,REC_DIR_0051,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0050,Direct_Harvest,From COVID-19 to Nipah virus preparedness in low- and middle-income countries: Re-centering points of decision and responsible AI,https://doi.org/10.4103/apjtm.apjtm_118_26,2026,UNIQUE,REC_DIR_0052,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0051,Direct_Harvest,A PROSPECTIVE CLINICAL STUDY ON THE USE OF A NON-INVASIVE WEARABLE DEVICE AND NEURAL NETWORK MODELS FOR PATIENTS WITH DENGUE,https://doi.org/10.1016/j.ijid.2023.04.017,2023,UNIQUE,REC_DIR_0053,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0052,Direct_Harvest,A Review of Earth Observation-Based Drought Studies in Southeast Asia,https://doi.org/10.3390/rs14153763,2022,UNIQUE,REC_DIR_0054,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0053,Direct_Harvest,An integrated deep learning and large language model for automated knee osteoarthritis grading and reporting from the Vietnam Osteoporosis Study,https://doi.org/10.1016/j.afos.2026.05.003,2026,UNIQUE,REC_DIR_0055,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0054,Direct_Harvest,Quantifying mangrove leaf area index from Sentinel-2 imagery using hybrid models and active learning,https://doi.org/10.1080/01431161.2021.2024912,2022,UNIQUE,REC_DIR_0056,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0055,Direct_Harvest,Comparing Large Language Models and Traditional Machine Translation Tools for Translating Medical Consultation Summaries – A Pilot Feasibility Study (Preprint),https://doi.org/10.2196/preprints.85169,2025,UNIQUE,REC_DIR_0057,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0056,Direct_Harvest,Classification of Tetanus Severity in Intensive-Care Settings for Low-Income Countries Using Wearable Sensing,https://doi.org/10.3390/s22176554,2022,UNIQUE,REC_DIR_0058,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0057,Direct_Harvest,A data-driven governance framework for co-creation healthcare quality in public hospitals,https://doi.org/10.1186/s12982-026-02342-x,2026,UNIQUE,REC_DIR_0059,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0058,Direct_Harvest,ViHERMES: A Graph-Grounded Multihop Question Answering Benchmark and System for Vietnamese Healthcare Regulations,https://doi.org/10.48550/arxiv.2602.07361,2026,UNIQUE,REC_DIR_0060,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0059,Direct_Harvest,Protecting the gains of malaria elimination in China,https://doi.org/10.1186/s40249-020-00661-y,2020,UNIQUE,REC_DIR_0062,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0060,Direct_Harvest,Digital health technology adoption in five Vietnamese hospitals: a self-report assessment (Preprint),https://doi.org/10.2196/preprints.53483,2023,UNIQUE,REC_DIR_0063,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0061,Direct_Harvest,Applying Machine Learning in assessing the health of the private economy in Vietnamese localities,https://doi.org/10.59276/jelb.2025.12.3032,2025,UNIQUE,REC_DIR_0064,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0062,Direct_Harvest,"Contributions to Monitoring, Anomaly Detection and Classification Using Artificial Intelligence and Statistical Methods : Applications in Smart Manufacturing and Healthcare",https://doi.org/10.70675/96bb05faz4257z4660zb2f8z7e1ba70e98d0,2025,UNIQUE,REC_DIR_0065,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0063,Direct_Harvest,Validation of online clearance monitoring and machine learning-based prediction of dialysis adequacy in Vietnamese hemodialysis patients: a cross-sectional study,https://doi.org/10.1186/s12882-026-05114-6,2026,UNIQUE,REC_DIR_0066,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0064,Direct_Harvest,AI-Driven Methane Emission Prediction in Rice Paddies: A Machine Learning and Explainability Framework,https://doi.org/10.3390/methane4040028,2025,UNIQUE,REC_DIR_0067,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0065,Direct_Harvest,IAB 16th World Congress,https://doi.org/10.1111/bioe.13252,2023,UNIQUE,REC_DIR_0068,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0066,Direct_Harvest,ADVANCING SUSTAINABLE AGRICULTURE IN VIETNAM THROUGH BIOTECHNOLOGY AND ARTIFICIAL INTELLIGENCE,https://doi.org/10.62985/j.huit_ojs.vol25.nos2_ica.214,2025,UNIQUE,REC_DIR_0069,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0067,Direct_Harvest,Comprehensive Overview of Artificial Intelligence Applications in Biomedical Research and Precision Medicine (2024–2026),https://doi.org/10.5281/zenodo.19372022,2026,UNIQUE,REC_DIR_0070,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0068,Direct_Harvest,Evaluating Audio Feature Extraction Methods for Identifying Bee Queen Presence,https://doi.org/10.1145/3628797.3628852,2023,UNIQUE,REC_DIR_0072,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0069,Direct_Harvest,A Comparison of Machine Learning Methods for Alzheimer's Disease Classification in Vietnamese Patients,none,2025,UNIQUE,REC_DIR_0073,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0070,Direct_Harvest,"Drought risk assessment in Quang Tri Province, Vietnam using Landsat multi-temporal remote sensing data and machine learning algorithm",https://doi.org/10.12775/bgeo-2026-0002,2026,UNIQUE,REC_DIR_0074,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
RAW_0071,Direct_Harvest,Risk Assessment Models for the Health Insurance Sector,https://doi.org/10.1108/978-1-83608-582-920241032,2024,UNIQUE,REC_DIR_0075,UNIQUE_RECORD_PASSED_TO_SCREENING,,,,,,,UNRECONCILED_PROVENANCE,"Do not use for PRISMA/corpus until query, source record, date, raw locator, checksum and cursor/page are supplied."
